Track Id,Artist,Title,Year,Hotness,Duration,Album Name,Album ID
TRAABYN12903CFD305,Jimmy Wakely,Broken-Down Merry-Go-Round,0,nan,151.84934,1942-1952 Jimmy Wakely,605134
TRAABYW128F4244559,Alice Stuart,Kassie Jones,0,0.0,220.78649,All The Good Times,239740
TRAACCG128F92E8A55,Elena,Setanta matins,0,0.3135621142479342,269.58322,Un cafe_ setanta matins,386995
TRAACER128F4290F96,The Dillinger Escape Plan,Setting Fire to Sleeping Giants,2004,0.6665278462297023,207.77751,Miss Machine,223365
TRAACFV128F935E50B,SUE THOMPSON,James (Hold The Ladder Steady),1985,0.4952936212921635,124.86485,Sue Thompson - Her Very Best,652784
TRAACHN128F1489601,Five Bolt Main,Made Like This (Live),0,0.37598430150044215,225.09669,Live,45730
TRAACIW12903CC0F6D,Clp,Superconfidential,0,nan,338.31138,Strictly Confidential,672016
TRAACLV128F427E123,Tim Wilson,I Think My Wife Is Running Around On Me (Taco Hell),2005,nan,186.48771,The Real Twang Thang,160881
TRAACNS128F14A2DF5,Willie Bobo,Spanish Grease,1997,nan,168.25424,Willie Bobo's Finest Hour,59744
TRAACOW128F933E35F,Faye Adams,Crazy Mixed Up World,1961,0.0,156.39465,Shake A Hand,373723
TRAACPE128F421C1B9,Terry Callier,Do You Finally Need A Friend,1972,0.4137398358601097,342.56934,Occasional Rain,228326
TRAACQT128F9331780,John Wesley,The Emperor Falls,0,0.3775316449767025,484.62322,The Emperor Falls,463514
TRAACSL128F93462F4,The Shangri-Las,Twist and Shout,1964,0.4432913119053975,164.80608,Best of The Shangri-Las,643400
TRAACTB12903CAAF15,Billie Jo Spears,It Makes No Difference Now,1992,0.0,133.32853,20 Of Her Best,663761
TRAACVS128E078BE39,Mike Jones (Featuring CJ_ Mello & Lil' Bran),Laws Patrolling (Album Version),0,nan,173.66159,Who Is Mike Jones?,12882
TRAACZK128F4243829,Sierra Maestra,¿Dónde va Chichi?,1997,nan,313.12934,Tibiri Tabara,270281
TRAADDS128F425C68B,Butthole Surfers,"Barking Dogs (From ""Piouhgd"")",0,0.593943075901947,450.84689,Piouhgd + Widowermaker!,244586
TRAADED128F42741FD,Despina Vandi,OUTE ENA EFHARISTO,0,nan,303.09832,Profities,157648
TRAADEV128F9348C0A,Javier Navarrete,Midnight Swim,0,0.3943948561005826,128.83546,Cracks,644631
TRAADHS12903CE70A9,Jacob Young,In A Subtle Way,0,0.0,456.30649,Pieces Of Time,730551
TRAADIV12903CB15C1,Scarlet's Remains,Spin,2007,0.450992311636255,198.73914,The Palest Grey,709879
TRAADLH12903CA70EE,The Suicide Machines,Burning In The Aftermath,2003,0.5287824809425877,95.68608,A Match & Some Gasoline,706005
TRAADLN128F14832E9,The Rolling Stones,Angie (1993 Digital Remaster),0,0.8344926198909054,271.49016,Jump Back - The Best Of The Rolling Stones_ '71-'93,42595
TRAADLR12903CF8D7E,Roberto Torres,Sabor Guajiro,0,0.0,226.66404,Lo Mejor con La Orq. Broadway,782470
TRAADLX128F1469250,Loudon Wainwright III,Human Cannonball,1995,0.5101193140330347,190.48444,Grown Man,28723
TRAADMH128F9343E59,R.L. Burnside,Glory Be,2004,0.48213758506501503,277.78567,A Bothered Mind,557761
TRAADNA128F9331246,Stevie Ray Vaughan,Crossfire,1992,nan,248.78975,Greatest Hits,417945
TRAADOF12903CAA1C1,John Hammond,I Can't Be Satisfied,2002,nan,195.3171,Bluesman,575531
TRAADQX128F422B4CF,Casiotone For The Painfully Alone,Nashville Parthenon,2006,0.7858922883883538,175.72526,Etiquette,234425
TRAADRN128F932D607,Ec8or,Cocain Ducks,1995,nan,217.23383,Ec8or,505301
TRAADVH128EF34DE7A,The New York Dolls,Human Being,1974,0.5616924111789523,344.05832,Too Much Too Soon,74655
TRAADYB128F92D7E73,Eliane Elias,The More I See You,2009,0.4348380902608562,251.42812,Bossa Nova Stories,322532
TRAADYI128E078FB38,Lost Boyz,Certain Things We Do,1997,0.4051157216913865,269.7922,Love_ Peace & Nappiness,14592
TRAAEAM128F934B199,The Germs,Forming,1977,nan,206.05342,Germicide,515081
TRAAEDJ12903CCE390,Yamandu Costa,Mafuá,0,nan,190.04036,Mafuá,765750
TRAAEEH128E0795DFE,Chris Rea,Driving Home For Christmas,1986,0.767727748373397,241.162,The Road To Hell Part 2,17220
TRAAELO128F9302DD1,Perrey And Kingsley,Spooks In Space,1966,0.4348380902608562,122.64444,Vanguard Visionaries,617077
TRAAEMJ128F425A917,Eurythmics,Tous Les Garçons Et Les Filles,1985,0.38293509007501925,207.0722,Be Yourself Tonight,278999
TRAAENC128F1451DE9,Francis Dunnery,Too Much Saturn,1995,0.6104742577715245,300.79955,Hometown 2001,19601
TRAAENP128F147BF32,John Cale,Movement 4 [from Kiss] (Album Version),1997,0.2265553139555314,228.46649,Eat / Kiss: Music For The Films By Andy Warhol,38599
TRAAEOU128F9309DE0,Suzanne Ciani,Stream,0,0.4159831182884585,239.59465,The Ultimate Most Relaxing New Age Piano in the Universe,619882
TRAAERU128F930674F,Vickie Winans,Make Me Over,0,nan,228.93669,Classic Gold: Best of All,618615
TRAAEUB12903CDD3EA,The Berzerker,Deform (live),2000,0.0,165.61587,The Berzerker,681639
TRAAEWG128F930B3A4,Kings Of Leon,Wicker Chair,2003,0.6859402266976852,187.92444,Holy Roller Novocaine,449471
TRAAEXM128F92D47C8,Edith Lefel,An ti chans',0,0.0,276.50567,Jeux de dames_ vol. 1 (réalisation Ronald Rubinel),321356
TRAAFEB128F92F8694,Taras,I Will Love Again (JJ's Club Radio),0,nan,200.25424,I Will Love Again,530141
TRAAFJW128F428A424,NOFX,Stickin In My Eye,1992,0.6712360269845353,144.50893,White Trash ......,104765
TRAAFKJ12903D02552,Murskahumppa,Ota kiinni,0,nan,285.17832,Murskapunkkia,695158
TRAAFMS128F933AB23,Soda Stereo,Entre Caníbales,1990,0.6261657596688281,246.69995,Canción Animal,509770
TRAAFON128F42926FB,Bruce Rowland,Rosemary Recalls,1985,0.0,84.03546,The Man from Snowy River,223779
TRAAFRU128F9339158,Xcultures,Sudanese Dance,2000,0.1992382620006783,273.52771,One World One People,466577
TRAAFSM128F425A2C5,White Heart,Where The Thunder Roars (Tales Of Wonder Album Version),0,0.26586104921065007,298.84036,Tales Of Wonder,148547
TRAAFUJ128F933F42B,Heavy D / McGruff,Wanna Be A Player,1997,0.23773394162247466,161.38404,Waterbed Hev,423012
TRAAFYL128E07856A7,Van Halen,Panama (Remastered Album Version),0,0.8244821296824321,209.29261,The Best Of Both Worlds,7133
TRAAGCZ128F93210FD,Black Eyed Peas,Let's Get It Started,2004,0.6244254932707666,229.61587,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,358442
TRAAGEC128E079252C,Nine Inch Nails,Metal,2000,0.6355366486226686,426.89261,Things Falling Apart,15567
TRAAGGE128F9325E2C,Nick Cave & The Bad Seeds,She Fell Away (2009 Digital Remaster),0,nan,269.26975,Your Funeral... My Trial (2009 Digital Remaster),413222
TRAAGHM128EF35CF8E,Nadine Renee,Next Time,0,0.19878534876524423,249.41669,Oasis of Love,80578
TRAAGJV128F1464090,Lesley Gore,It's My Party,1963,nan,136.48934,60's Triple set,26902
TRAAGKF128F932D5A2,Smartbomb,Complicate It,2001,0.0,233.27302,Yeah.  Well_ Anyway....,633532
TRAAGKQ128F92EAF39,Suburbs,Monde De Fou,2005,0.24906579485370342,187.24526,Un Titre de Toune,435830
TRAAGKS128F9314884,Emperor,Opus a Satana (Part 2),0,nan,72.61995,Live Inferno,495734
TRAAGMJ12903CAD7D4,Julien Clerc,This Melody (Live),0,nan,272.63955,Vendredi 13 - 1981,664484
TRAAGNL128F4299BF1,Glen Campbell,I'm Gone This Time,0,nan,142.75873,Unconditional Love,112851
TRAAGOH128F42593CE,T.G. Sheppard,You Feel Good All Over,2002,0.3827232807891977,194.11546,The Very Best Of,200689
TRAAGPF12903CE027E,Slim Whitman,Indian Love Call,1990,nan,195.91791,Country Lovers. Vol. 3,682725
TRAAGPH128F4273C8D,Savage Garden,You Can Still Be Free,1999,nan,118.33424,Affirmation,287804
TRAAGPJ128F428CD1B,Queens Of The Stone Age,I Never Came,2005,0.7251212835673101,288.41751,Lullabies To Paralyze,220917
TRAAGUA128F93236E8,Hank Penny & The Lincoln Penny Orchestra,Dixie,0,nan,123.21914,It's War Again,629785
TRAAGVF128E0789785,Inspiral Carpets,Commercial Reign,1990,0.6651722407621973,283.76771,The Singles,11305
TRAAGVM128E0784D95,Borialis,Hourglass,0,0.5546547674656118,239.3073,What You Thought You Heard,4967
TRAAGXN128F92DE52C,The Dirty Skirts,Wake,0,0.30416950343527516,206.75873,Daddy Don't Disco,325335
TRAAGZU128EF360F47,Flor Silvestre,Caricia Y Herida,0,nan,134.81751,15 Exitos Vol. 2 Flor Silvestre,82932
TRAAHDH128F93094B6,Bézu,Le tortillard,0,nan,285.64853,Le top du père Nöel,401583
TRAAHEG128E07861C3,Redman,WKYA (drop),2001,0.5701059300583878,124.18567,Malpractice,8552
TRAAHEH128F427FCEF,Solistiyhtye Suomi,Teräslintu,0,nan,134.08608,20 Suosikkia / Rilluttele yö,217058
TRAAHEQ128F93057B4,Eddie Cantor,Now's The Time To Fall In Love,0,nan,155.61098,The Fabulous Eddie Cantor,489673
TRAAHER128F92E3FE9,Schizoid,Grim Prospects (Gross Prospects - Bad Trip Remix),0,nan,275.40853,Grim Prospects Remixes - Grim Prospects Will Never End,475992
TRAAHJX128F9312B83,Kai Winding,Mangos,1961,0.0,223.4771,The Incredible Kai Winding Trombones,495041
TRAAHKE128F421389B,Sonny Simmons,A Distant Voice,0,0.2707759989463275,443.24526,Staying on the Watch,225610
TRAAHMO128F92DE7C9,Mira,Openbare Weg,2006,nan,177.81506,Openbare Weg,473710
TRAAHPZ12903CB4643,Citizen Kaned,President Johnson,2000,nan,385.33179,Tip World Singles 2000,710902
TRAAHRF128F92FE234,The Brooklyn Tabernacle Choir,Lead Me Lord,1995,0.4051157216913865,324.44036,Praise Him...Live!,341940
TRAAHTH12903CCFFE1,Ellen McIlwaine,Spontanous Combustion,0,0.24274187894946822,275.12118,Spontanous Combustion,766444
TRAAHVY128F92E25D6,Vince Guaraldi / Bola Sete,Choro,0,0.3867901771390143,294.66077,From All Sides,432406
TRAAHXN128F9326097,Maurice Chevalier,Ma Louise,0,nan,193.20118,Maurice Chevalier  The Essential Collection Vol 1,546663
TRAAHYV128F932A425,Carl Cox Vs Yousef,I Want You (Forever),1991,0.5112548351002428,357.82485,Dave Pearce Best of the Dance Years 1988 - 1992,548374
TRAAHZP12903CA25F4,Organized Konfusion,Hate,1997,0.46048484498641545,198.3473,The Equinox,704183
TRAAIAE128F42AC53D,Martina McBride,I Can't Stop Loving You,2005,0.48828987603734525,261.95546,Timeless,307618
TRAAIAN12903CFF16D,Horace Andy,Thank You Lord,1985,nan,176.27383,Feel Good All Over: Anthology 1970-1976,784530
TRAAIAX128F930531B,Nazz,How Can You Call That Beautiful (Stewkey Vocal),0,nan,220.89098,13th And Pine,534470
TRAAIBB12903CECB35,Tyrone Davis,Cheatin' In The Next Room,0,nan,235.91138,Call Tyrone,599659
TRAAIDY128F92CA454,Hot Tuna,Candy Man,1971,nan,239.59465,Final Vinyl,372122
TRAAIFG12903CB0BCB,Richard Burton,I See The Boys Of Summer,0,0.0,171.49342,Fifteen Poems By Dylan Thomas,577023
TRAAIGD12903CA2F3C,Rory Block,Three Is a Crowd,0,0.0,266.05669,The Early Tapes 1975-1976,572855
TRAAIHL128F92E6DDA,Boyz II Men,On Bended Knee,1994,0.34580223396532944,329.27302,Legacy,523481
TRAAIIE128F4288BB1,Howard Armstrong,My Four Reasons,0,0.3335548072764493,198.922,Louie Bluie Film Soundtrack,219943
TRAAIII128F427D5D8,Donny Hathaway,Little Girl (LP Version),1971,0.6173656175717818,283.21914,Donny Hathaway,266932
TRAAILM128F93480BB,Miguel Gallardo,Eternamente Amame,0,nan,238.68036,Canciones De Amor De Miguel Gallardo,514801
TRAAINT128F933BBE0,Les Ogres De Barback,Niev nietch nievitch,1999,0.3943948561005826,254.06649,Irfan_ le héros,421962
TRAAIRG128F93265E8,DJ X-Change featuring DJ Joey A,Come Over,0,nan,184.31955,What up Detroit,502384
TRAAIXN128F428027A,Morel,Blue Taxi,0,nan,311.40526,Peterbilt Angel,254792
TRAAIXU128F4241E5C,Tony Joe White,I Want Love (Tween You & Me) (Album Version),0,0.3747968370214053,162.53342,Homemade Ice-Cream,138320
TRAAIYR12903CD290D,Wolfmother,White Feather,2009,nan,212.37506,White Feather,722546
TRAAJAC128F148B530,The Roches,Christlike Roche,1995,0.26586104921065007,338.33751,Can We Go Home Now,46647
TRAAJBU128F9326C02,Bob Margolin,You Rascal You,0,0.23379647424179947,126.51057,In North Carolina,547104
TRAAJBU12903CE2831,Thomas Battenstein,Sympathy,0,nan,205.58322,Wintertime,683402
TRAAJEK128F422F55A,Jupiter Rising,They Say (Album),2007,0.21508031850922793,193.4624,Electropop,128198
TRAAJEK12903CE351A,Dharma Bums,Simon's Folly,0,nan,127.4771,DUMB: 4-track cassette recordings (1987),818344
TRAAJJA12903CC518A,Saafir,Crawl Before You Ball (Album Version),1999,nan,234.762,The Hit List,762520
TRAAJJG128F4284B27,The Verve Pipe,Medicate Myself,2001,0.46630483075728635,292.8322,Underneath,293668
TRAAJJV128F42A2F99,Bob Neuwirth,Biding Her Time,1990,0.48061061838775304,241.10975,99 Monkeys,117983
TRAAJMH128E0785407,Marvin Sapp,More And More  (LP Version),0,0.2656833797102308,270.68036,Nothing Else Matters,6949
TRAAJNM12903CF4750,James Hunter,Cowboy Ways,0,nan,188.73424,A Tribute to The American Horse,735425
TRAAJSX128F4275A1D,Nelson Ned,Brasas Vivas,0,nan,211.80036,Mis Momentos,158078
TRAAJVJ128F42570AD,Mish Mash,Kolomeyke,0,nan,254.32771,Mish Mash_ Le Blues European: Musique Slave Et Klezmer,199953
TRAAJXQ128F92E65BF,Cama,In This Life,2009,nan,210.36363,In this Life,329135
TRAAJYX128F4255568,Maxi Priest,Groovin' In The Midnight,1991,0.34580223396532944,301.81832,Best Of Maxi Priest,276924
TRAAKAS128F4246013,Porcupine Tree,Waiting,1997,0.8251735403780842,416.80934,Signify (Special Edition),193554
TRAAKAV128F931BE25,Ragheb Alama,A'chek Ouyounik (2009 Digital Remaster),0,0.0,413.36118,Bravo Alayki Rare recording,409813
TRAAKDF128F92FA302,Foo Fighters,Hell,2005,nan,117.002,In Your Honor,440990
TRAAKDG128F42A0ECB,Shakira Featuring Wyclef Jean,Hips Don't Lie (featuring Wyclef Jean),0,0.7373853102276186,217.36444,Essential R&B Hit Selection,302176
TRAAKJJ128F4228346,The Avengers,Juoksuhauta-twist (Elämä juoksuhaudoissa),0,nan,122.72281,20 Suosikkia / Rautalankaklassikot / Kolme kitaraa,124344
TRAAKNS12903CC5198,Robben Ford,I Got Over It (Album Version),1988,0.47212111953959446,203.98975,Talk To Your Daughter,762519
TRAAKQS128F4224DE1,Brazilian Tropical Orchestra,One Less Bell To Answer,0,0.0,192.44363,American Songbook - Bacharach,177029
TRAAKSB128F934D73A,Gil Semedo,Festa,0,0.39200877147130697,285.36118,Nha Vitória,517150
TRAAKTK128F9343DCC,Soda Stereo,Te Hacen Falta Vitaminas,1984,nan,225.12281,Gira Me Verás Volver,512234
TRAAKVA128F934E69E,Xmilk,Sense And Trick,0,nan,123.66322,Scarcity,517488
TRAAKVD12903CE8474,Dolce; Oscar G.,Fire (Oscar G Space Vocal Mix),0,nan,525.16526,Fire,776019
TRAAKVZ12903D074BB,Britt Nicole,Hanging On (Medium Key Performance Track Without Background Vocals),0,0.2364201822307364,204.06812,Hanging On (Premiere Performance Plus Track),696947
TRAAKXN128F92E71B1,Schizoid,Grim Prospects (Version 2 Remix),0,nan,166.00771,Grim Prospects Remixes - Prospects Are Getting Grimmer,477268
TRAALCM128F4264370,Toni Braxton Featuring Shaggy,Christmas In Jamaica,2001,nan,219.01016,Snowflakes,281713
TRAALDU128F930D56B,Perrey And Kingsley,Gossippo Perpetuo,2001,0.4444017145228514,127.9473,The Out Sound From Way In!,492999
TRAALEO128F42A7AEA,Sven Tasnadi,2190 Dias Contigo,0,nan,570.90567,El Fuego De Dentro,120640
TRAALHD12903D0BD6A,Eddie,No Control,0,nan,230.00771,No Control,789426
TRAALNG12903D014E9,Enthroned,The Vitalized Shell,2010,0.5430528641992896,240.74404,Pentagrammaton,785362
TRAALRZ128F429024E,Suzanne Ciani,Mozart,1989,0.6085000789194116,192.20853,Pianissimo,298921
TRAALSV128F4282B9B,Milan Band,Ciao Milan,0,nan,152.0322,Milan Milan,162273
TRAALUX12903CFD50B,Johnny Osbourne,Lend Me Your Chopper,2004,0.0,215.30077,Auralux Reggae Showcase,605167
TRAALZC128F92E11A6,Dolly Parton,Letter To Heaven,1971,nan,155.21914,Heaven,474726
TRAALZN128F932D457,Rance Allen Group,Heaven is Where The Heart Is,0,nan,207.12444,Up Above My Head,364642
TRAAMES128F42AF068,Pearl Jam,Inside Job,2006,0.6593046691644056,428.56444,Pearl Jam,307651
TRAAMFG128F92FDEA2,Natalie Cole,Take A Look  (LP Version),0,nan,185.7824,Take A Look,614890
TRAAMFT128F93128AD,Mastodon,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),2009,0.6266128026956008,654.28853,Crack The Skye,538734
TRAAMGJ12903CD315C,Kiril Valeri,Bulgarian Dream,0,0.2707759989463275,306.72934,Behind The Blue,767591
TRAAMII128F933B583,Word,Amalgama,0,nan,229.51138,Matumago X Press,554760
TRAAMJY128F92F5919,DJ Quik,Born and Raised In Compton,1991,nan,205.58322,The Best of DJ Quik - Da Finale,528941
TRAAMKI128F428537A,Hank Locklin,We're Gonna Go Fishin',0,0.4944895175021134,127.05914,RCA Country Legends,293622
TRAAMKL128F9347D8A,BT,Robbers Kill Cop,0,0.30416950343527516,44.35546,LOOK (Original Motion Picture Soundtrack),472444
TRAAMKP12903CC74F4,2-4 Grooves feat. Reki D.,Relax,2009,nan,203.83302,Relax,763206
TRAAMKW128F4249CF0,The Jordanaires,Sweet By And By,0,nan,176.50893,Joy In Our Hearts - The Gospel Side Of The Jordanaires,239244
TRAAMPA128F92E7D0D,Descendents,Orgofart,1986,0.5194485814940588,140.66893,Enjoy!,329967
TRAAMSO128EF348DCC,L.A. Guns,Bitch Is Back,1988,nan,201.09016,A Nite On The Strip - Live,71267
TRAAMXP128F4264F6A,Bare Jr.,Naked Albino,1998,0.0,254.79791,Boo-Tay,282150
TRAAMYQ128F148B753,Shelley Fabares,Johnny Loves Me (LP Version),0,0.0,143.0722,The Best Of Shelley Fabares [Digital Version],46723
TRAAMZB12903CAB002,Norrie Paramor,Dearly Beloved,0,0.0,163.49995,In London_ In Love,575880
TRAAMZR128F9315DCC,Gary Hobbs,The Look Of Love,0,0.0,289.64526,Of My Times,539974
TRAANBH128F9345A6C,Diesel Boy,Cooler Than You,1998,0.40565219615969267,124.15955,Venus Envy,558289
TRAANKK128F42531BC,Angelo Badalamenti,Taryns Deepest Fear,0,0.4454545254934259,167.3922,Freddy's Favorites: The Best of A Nightmare On Elm Street,275722
TRAANLO128F422AE37,Cradle Of Filth,Summer Dying Fast,1994,nan,321.35791,Bitter Suites to Succubi,179267
TRAANLZ128F934EC42,Jim Chappell,Still,0,nan,263.94077,Manila Nights,517634
TRAANMF12903CEAFEF,Ladybug,Snapshot,0,nan,341.36771,Snapshot,686750
TRAANRI12903CD0A9C,Bandido,End Of The Road (Head Hornys Remix),0,nan,333.13914,End Of The Road - Single,766687
TRAANTD128F9323B23,Brixx,7 Miles,0,nan,349.12608,7 Miles,545429
TRAANTZ128E0792529,Nine Inch Nails,The Frail,1999,nan,168.56771,Things Falling Apart,15567
TRAAODT12903D0D16E,Susana Seivane,Para Milladoiro,2010,0.0,350.71955,Os soños que volven,789959
TRAAOEH128F426A82F,Leland Martin,Stone Cold Fingers (Bonus Track),0,nan,175.62077,Leland Martin,259476
TRAAOIN128F9303790,Test Icicles,Snowball,2005,0.5430528641992896,190.24934,For Screening Purposes Only,534031
TRAAOJI128F1458DCD,Heaven 17,(We Don't Need This) Fascist Groove Thang,1981,nan,255.16363,Endless,23134
TRAAOPW128F428AE31,React,Drunk Alone,0,nan,120.2673,That Which Does Not Kill You...Can Only Make You Stronger : Three Way Split,220650
TRAAORY128F934984F,Sven Tasnadi,Charisma,0,nan,557.26975,Break The Night,515188
TRAAOTD128F42322FC,Mance Lipscomb,Going Down Slow,2000,0.3509795063714294,187.53261,Texas Songster,237520
TRAAOTT128F14AE002,Scott Wesley Brown,All Rise,0,nan,295.60118,The Scott Wesley Brown Collection: A Library of 35 Favorite Songs,64434
TRAAOTT128F9342E04,Flávio José,Jogo Limpo,0,0.0,252.02893,Seu Olhar Não Mente,512027
TRAAOXM12903CFB3B0,Moss,Silent Hill,2009,0.5708506420788445,329.35138,Never Be Scared / Don't Be A Hero,737947
TRAAOYG128F9314996,Pery Ribeiro,Our Love Is Here To Stay,0,0.0,180.00934,S'Wonderful Movie'n Bossa,495799
TRAAPCC128F42519A7,Soular,Everything Changes,0,0.23584620327944406,244.45342,Time and Space,245279
TRAAPFQ128F42684DB,Dimmu Borgir,Master Of Disharmony,1996,nan,282.53995,Death ... Is just the beginning Vol.4,264857
TRAAPGF128F1458F8B,Public Image Ltd,(This Is Not A) Love Song (Live),1983,0.263969820176701,388.28363,Live In Tokyo,23178
TRAAPIV128F1493132,Gary Moore,What Are We Here For,1997,0.4471357962861778,345.93914,Dark Days In Paradise,52141
TRAAPLS12903CB2D40,Pascal Sangla,Une petite pause,2010,0.0,243.1473,Une petite pause,755756
TRAAPPQ128F14961F5,The B-52's,Wig,1986,0.7140465527721864,261.74649,The B52's,53826
TRAAPQQ128F427C750,Dakis,Perasmena Mesanihta,0,nan,172.25098,Moments,215830
TRAAPSQ12903CAE86A,Sex Pistols,God Save the Queen (Live),1988,0.4137398358601097,216.60689,Punk International,754188
TRAAPVV128F425D64C,Chris Brown,Forever,0,nan,363.59791,Forever,279702
TRAAPWD128F931ACD4,Deekline & Wizard,Sun Is Shining,2004,0.319565986882865,271.77751,Breaks_ Beats & Blondes,409251
TRAAPXK128F934DF25,Daniela Dessì,New Age,0,nan,330.65751,Reiki - Spiritual Fitness_ Relaxation and Chakra Meditation,646806
TRAAQBF12903CF796B,Hem,Have Yourself A Merry Little Christmas,2005,0.3603705827121406,133.27628,Peace At Last - EP,603055
TRAAQCK128F92E8C33,Lily Allen,U Killed It,2006,0.5669884440404037,264.69832,Alright_ Still (Deluxe),435050
TRAAQDJ128F92F95E0,Pentangle,Rain And Snow,0,nan,228.51873,Light Flight - The Anthology,340310
TRAAQDL12903CA8FB5,DJ Dips,Gerra De De,0,nan,240.3522,This DJ,752185
TRAAQEV12903CB5459,Ana Bekuta,Kako mi je pitas sad,0,nan,145.57995,Zlatni hitovi '90 1,667517
TRAAQFC128F425ED83,Jason Miles,Voices On The Corner,0,0.2538347361322313,235.80689,Miles To Miles,150501
TRAAQIH128F428BDEA,Busdriver,(Bloody Paw On The) Kill Floor,2007,0.5194030457366698,192.1824,RoadKillOvercoat,105115
TRAAQLE128F424AE71,Byther Smith,I Wish My Mother Was Here,1989,0.4373517613872757,418.87302,Addressing The Nation With The Blues,142192
TRAAQLJ128F428E870,Bebo & Cigala,Inolvidable,2003,0.6765489056009939,198.26893,Lagrimas Negras,296995
TRAAQOH128F4265CE6,Bizarre Inc,Miracle,1996,nan,420.10077,Surprise,146503
TRAAQPS128F429161D,Bongzilla,Witch Weed (Live),1999,0.46054128135865785,397.26975,Apogee,223472
TRAAQUC128F9322A82,The Gone Jackals,Not Buried Deep Enough,1995,0.4952936212921635,229.79873,Bone To Pick,457879
TRAAQUF12903CDF4A4,The Willis Brothers,Give Me 40 Acres (To Turn This Rig Around),0,nan,150.64771,Strictly Trucking,816840
TRAAQWF128F92D1AAD,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,Ernesto Nazareth,0,nan,286.14485,Music Of The Brazilian Masters,319844
TRAAQYN128F92ED77E,S.U.P,The Cube (Live),2001,nan,384.70485,To Live Alone,333103
TRAAQYU12903CE68CE,Boogie Pimps,Get Back Down,0,0.0,415.03302,PeeBoy EP,775316
TRAAQZF12903CEDCB8,Brian Keane,Battle Of The Rosebud / Cries,0,nan,133.53751,The Way West,599989
TRAAQZQ128EF35C51A,Aberdeen,Beyond the Light,0,nan,266.70975,Suburban,80339
TRAARHS128F931689D,The Killers,Spaceman,2008,nan,284.3424,Hitzone 49,624887
TRAARRG12903CDB456,Gloriana,Pulecenella 'e mò,0,0.0,179.06893,Il meglio di Gloriana,726003
TRAARSF12903CD1B12,Butterfly Temple,Iskorosten' (instr.),0,nan,100.5971,Za Solntsem Vsled,811387
TRAARUN128F932B1A0,Grant Geissman,Big Stax/High Volts (Album Version),0,0.0,320.60036,Time Will Tell,460988
TRAASDM12903CD474E,20/20,It Goes On,0,0.0,302.36689,4 Day Tornado,590998
TRAASEO128F9337C48,José Augusto,Pecado De Amor,0,nan,284.70812,Ao Vivo,509285
TRAASFP128F42980BD,Orbital,Illuminate,2001,0.6885218441194627,327.8624,The Altogether,2016
TRAASGM128EF34DBB0,Bone Thugs-N-Harmony / Akon,Never Forget Me,2007,0.5578803889070679,286.30159,Strength & Loyalty,74586
